m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z
30.3580,108.1948,1037.5759,58.9079,44.5530,1049.2648,133.3670,44.9454,1135.9900
30.2652,108.1224,1037.4178,58.9138,44.5005,1049.0788,133.4127,44.8854,1135.8795
30.1258,108.0104,1037.1713,58.8784,44.3955,1048.7410,133.4836,44.7939,1135.7371
29.9175,107.8371,1036.8335,58.8702,44.2605,1048.2931,133.5785,44.6794,1135.4364
29.6736,107.5639,1036.4074,58.8874,44.0650,1047.6604,133.7217,44.5156,1134.9984
29.2839,107.1579,1035.7230,59.0136,43.7934,1046.9631,133.8820,44.2329,1134.2699
28.6832,106.5517,1034.6660,59.2765,43.4039,1046.2118,134.0562,43.7652,1133.1085
27.8413,105.6580,1033.1576,59.7203,42.8437,1045.2897,134.1857,43.0691,1131.2038
26.5428,104.3344,1030.7069,60.2851,42.0031,1044.0967,134.2348,42.0746,1128.1518
24.5066,102.3442,1026.9689,60.9305,40.8064,1042.4520,134.1225,40.6877,1123.5473
21.6740,99.4766,1021.7138,61.4883,39.1698,1039.9757,133.8190,38.7839,1117.1575
18.3488,95.6235,1015.3673,61.8046,36.9725,1036.6334,133.1366,36.2402,1108.6305
15.0127,91.7716,1008.9961,62.1126,34.7764,1033.2694,132.4432,33.6972,1100.0716
11.3732,86.9900,1001.1257,62.1529,32.1059,1028.8852,131.2979,30.5034,1089.5038
7.5612,81.5437,991.9442,61.9916,28.9141,1023.6309,129.6363,26.8035,1077.1002
3.6545,75.5371,981.6156,61.6006,25.3381,1017.5271,127.3429,22.7283,1062.7835
-0.2600,69.5370,971.2694,61.2006,21.7667,1011.4050,125.0391,18.6574,1048.4444
-4.7006,63.2906,959.3335,60.4536,18.1444,1004.4153,121.9901,14.5899,1032.3757
-9.6480,57.1976,946.1435,59.1867,14.6841,996.5377,118.2164,10.7567,1014.8708
-15.1894,51.6005,932.0093,57.3356,11.5646,987.5979,113.7972,7.3653,996.3446
-21.3189,46.7387,917.2350,54.9625,8.9621,977.7759,108.8200,4.6008,977.0851
-27.9890,42.8443,901.9893,52.0811,7.0679,967.3234,103.3006,2.5473,957.3600
-35.1367,40.1180,886.6432,48.7323,5.9136,956.3159,97.3484,1.2368,937.4933
-42.6476,38.6444,871.3750,44.9035,5.4931,944.8223,91.0607,0.6705,917.7413
-50.3517,38.4313,856.3828,40.6906,5.8193,933.1301,84.5121,0.8516,898.4191
-58.1267,39.4112,841.9381,36.1571,6.8559,921.2873,77.8488,1.7317,879.8662
-65.8694,41.4508,828.2567,31.3019,8.5519,909.4887,71.1926,3.2328,862.3918
-73.4626,44.4281,815.6527,26.1713,10.8165,897.7415,64.6927,5.2764,846.3574
-80.7297,48.2308,804.2936,20.8692,13.5844,886.2132,58.4521,7.7904,831.9352
-87.4645,52.7419,794.2589,15.5803,16.7131,875.2729,52.6039,10.6414,819.2239
-93.4247,57.7800,785.4493,10.4208,19.9874,865.0881,47.1973,13.6472,808.1402
-98.4204,63.1142,777.9042,5.6691,23.2697,855.9927,42.2811,16.6668,798.5313
-102.3398,68.6047,771.5564,1.4188,26.4357,848.0555,37.8930,19.5845,790.2783
-105.0410,74.1406,766.3989,-2.2792,29.4972,841.1855,34.1975,22.3962,783.5153
-106.5369,79.5425,762.2750,-5.5108,32.4515,835.2714,31.0857,25.1040,778.1640
-106.9591,84.6822,759.0709,-8.3979,35.2919,830.1205,28.5845,27.7382,774.2645
-106.6052,89.3528,756.7124,-10.9936,38.0608,825.5387,26.7068,30.3454,771.8383
-105.8418,93.4045,755.0638,-13.3382,40.6876,821.3822,25.3552,32.8594,770.6484
-104.9967,96.6424,753.9318,-15.3725,42.9683,817.6617,24.4614,35.1197,770.3133
-104.3631,98.9223,753.0947,-16.9932,44.7196,814.6091,23.9242,36.8990,770.1981
-103.8396,100.4609,752.4261,-18.1903,46.0504,812.3543,23.5810,38.2568,770.2013
-103.3766,101.5157,751.9886,-19.0934,47.0500,810.7641,23.3551,39.2863,770.3181
-103.0045,102.2804,751.7818,-19.8143,47.7667,809.6195,23.2080,40.0362,770.5329
-102.7323,102.8625,751.6871,-20.3711,48.2975,808.7684,23.1149,40.6188,770.8085
-102.5650,103.3046,751.6902,-20.8094,48.6709,808.2032,23.0575,41.0596,771.1100
-102.4945,103.6551,751.6584,-21.1519,48.9401,807.8866,22.9201,41.3426,771.2336
-102.4331,103.9356,751.6700,-21.4051,49.1280,807.8207,22.7306,41.5425,771.2516
-102.4091,104.1525,751.6983,-21.6071,49.2530,807.8390,22.5287,41.6875,771.2366
-102.3954,104.3377,751.7614,-21.7388,49.3483,807.9238,22.3119,41.7311,771.1377
-102.3756,104.4964,751.8778,-21.8224,49.3990,808.0872,22.1405,41.7637,771.1132
-102.3623,104.6205,751.9810,-21.8449,49.4179,808.2487,22.0415,41.7832,771.1262
-102.3155,104.7187,752.0543,-21.8328,49.4240,808.3881,21.9196,41.7669,771.0408
-102.2679,104.7907,752.0675,-21.8349,49.4223,808.4712,21.7807,41.7154,770.8650
-102.2352,104.8773,752.0667,-21.8493,49.4359,808.4347,21.7056,41.6805,770.7455
-102.1910,104.9449,752.0151,-21.8808,49.4438,808.3489,21.6558,41.6553,770.6368
-102.1423,105.0036,751.9471,-21.8841,49.4696,808.2575,21.6222,41.6603,770.5225
-102.0852,105.0623,751.8814,-21.8599,49.5177,808.1449,21.6176,41.6892,770.4606
-102.0552,105.1018,751.7840,-21.8590,49.5312,808.0136,21.6033,41.7023,770.4104
-102.0568,105.1337,751.7073,-21.8834,49.5332,807.9199,21.5739,41.7015,770.3602
-102.0935,105.1560,751.6650,-21.9351,49.5208,807.7701,21.5445,41.6865,770.3177
-102.1211,105.1959,751.6253,-21.9832,49.4918,807.6097,21.5101,41.6546,770.2755
-102.1473,105.2432,751.6105,-22.0271,49.4407,807.4757,21.4964,41.6105,770.2568
-102.1516,105.2662,751.5928,-22.0740,49.3852,807.3466,21.5002,41.5715,770.2602
-102.1442,105.2899,751.5612,-22.1161,49.3256,807.2605,21.4712,41.5128,770.2333
-102.1266,105.3063,751.5340,-22.1253,49.2732,807.2007,21.4604,41.4657,770.2160
-102.1132,105.3330,751.5333,-22.1542,49.2150,807.1004,21.4602,41.4423,770.1993
-102.0901,105.3554,751.5209,-22.1567,49.1763,807.0007,21.4710,41.4250,770.1902
-102.0603,105.3601,751.4925,-22.1332,49.1465,806.8845,21.4945,41.4109,770.1870
-102.0216,105.3352,751.4793,-22.0455,49.1470,806.7718,21.5353,41.3728,770.1863
-101.9739,105.3247,751.4777,-22.0077,49.1101,806.6617,21.6003,41.3325,770.2105
-101.9527,105.3217,751.4881,-21.9757,49.0617,806.5785,21.6752,41.3095,770.2912
-101.9222,105.3111,751.5295,-21.9446,49.0098,806.5096,21.7630,41.2730,770.3541
-101.9259,105.3121,751.5444,-21.9464,48.9766,806.4024,21.8094,41.2136,770.3424
-101.9171,105.3302,751.5657,-21.9452,48.9387,806.3145,21.7849,41.1241,770.2445
-101.9206,105.3548,751.5665,-21.9402,48.9104,806.2304,21.8014,41.0212,770.2019
-101.9176,105.3636,751.5668,-21.9319,48.8769,806.1783,21.8540,40.9559,770.2056
-101.9230,105.3676,751.5992,-21.9192,48.8487,806.1507,21.9322,40.9187,770.2559
-101.9228,105.3963,751.6380,-21.9001,48.8212,806.1428,21.9983,40.8778,770.3151
-101.9218,105.4095,751.6216,-21.8715,48.7897,806.1530,22.0245,40.8509,770.3513
-101.9235,105.4306,751.6017,-21.8286,48.7754,806.1841,22.0006,40.8357,770.3374
-101.9145,105.4283,751.6635,-21.8021,48.7438,806.1979,21.9748,40.8073,770.3188
-101.8970,105.4285,751.7313,-21.7876,48.7161,806.1977,21.8912,40.7586,770.2417
-101.8856,105.4388,751.7776,-21.7961,48.6803,806.1688,21.8415,40.7085,770.1960
-101.8807,105.4469,751.8185,-21.7777,48.6537,806.1621,21.8172,40.6487,770.1738
-101.8776,105.4417,751.8347,-21.7710,48.6154,806.1308,21.8056,40.6107,770.1654
-101.8790,105.4529,751.8540,-21.7742,48.5784,806.0523,21.8291,40.5955,770.1930
-101.8813,105.4698,751.8538,-21.7987,48.5548,805.9426,21.8643,40.5772,770.2313
-101.8892,105.4678,751.8739,-21.8148,48.5254,805.8596,21.9250,40.5589,770.2943
-101.8999,105.4741,751.8771,-21.8517,48.5055,805.7562,22.0212,40.5373,770.3920
-101.8949,105.4719,751.8898,-21.8733,48.4923,805.6622,22.0851,40.5218,770.4619
-101.8939,105.4787,751.8879,-21.8831,48.5008,805.5726,22.1566,40.5266,770.5438
-101.8970,105.4957,751.8707,-21.8747,48.5194,805.4927,22.1983,40.5182,770.5776
-101.9096,105.4798,751.8759,-21.8561,48.5032,805.3984,22.2176,40.5042,770.5916
-101.9036,105.4718,751.8941,-21.8424,48.3730,805.3301,22.2176,40.4822,770.5880
-101.8919,105.4631,751.9250,-21.8247,48.2421,805.2731,22.2229,40.4600,770.6005
-101.8842,105.4621,751.9460,-21.8050,48.2160,805.2327,22.2614,40.4294,770.6439
-101.8794,105.4684,751.9604,-21.7667,48.1820,805.2619,22.2872,40.4193,770.6769
-101.8767,105.4833,751.9703,-21.7523,48.1674,805.2626,22.3051,40.4071,770.7025
-101.8758,105.5092,751.9773,-21.7091,48.1674,805.2915,22.2666,40.3884,770.6745
-101.8685,105.5320,752.0366,-21.6811,48.1825,805.3076,22.2166,40.3624,770.6382
-101.8586,105.5633,752.0816,-21.6641,48.1953,805.3222,22.1928,40.3555,770.6307
-101.8649,105.5836,752.0969,-21.6947,48.1944,805.2998,22.1450,40.3448,770.6069
-101.8691,105.6027,752.1079,-21.7378,48.2099,805.2546,22.1672,40.3540,770.6385
-101.8719,105.6239,752.1163,-21.7606,48.2132,805.2230,22.1601,40.3621,770.6303
-101.8738,105.6508,752.1233,-21.7728,48.2278,805.1942,22.1233,40.3675,770.6051
-101.8933,105.6817,752.1087,-21.8118,48.2337,805.1256,22.1015,40.3674,770.5844
-101.9337,105.7219,752.0698,-21.8350,48.2320,805.1160,22.0593,40.3522,770.5338
-101.9826,105.7595,752.0195,-21.8562,48.2334,805.1208,22.0212,40.3438,770.4937
-102.0056,105.7784,751.9971,-21.8670,48.2274,805.1274,21.9809,40.3278,770.4408
-102.0106,105.8218,752.0175,-21.8689,48.2392,805.1380,21.9865,40.3214,770.4414
-102.0298,105.8373,752.0242,-21.8626,48.2446,805.1530,21.9839,40.3275,770.4363
-102.0311,105.8470,752.0592,-21.8471,48.2444,805.1747,22.0097,40.3298,770.4659
-102.0318,105.8604,752.0672,-21.8704,48.2344,805.1503,22.0316,40.3281,770.4995
-102.0504,105.8522,752.0694,-21.8858,48.2172,805.1319,22.0021,40.3092,770.4925
-102.0548,105.8409,752.1069,-21.8966,48.1954,805.1182,22.0209,40.3026,770.5270
-102.0546,105.8432,752.1788,-21.9035,48.1772,805.0937,21.9989,40.2826,770.5158
-102.0605,105.8374,752.2110,-21.9078,48.1568,805.0560,22.0216,40.2687,770.5439
-102.0543,105.8372,752.2306,-21.9105,48.1425,805.0091,22.0952,40.2783,770.6185
-102.0275,105.8482,752.2494,-21.9137,48.1264,804.9994,22.1260,40.2859,770.6488
-102.0230,105.8565,752.2674,-21.9168,48.1243,804.9732,22.1709,40.3013,770.6877
-102.0286,105.8646,752.2483,-21.9206,48.1251,804.9489,22.2116,40.3260,770.7162
-102.0586,105.8636,752.2438,-21.9258,48.1288,804.9225,22.2293,40.3449,770.7142
-102.0775,105.8718,752.2303,-21.9335,48.1352,804.8930,22.2279,40.3494,770.7056
-102.0885,105.8906,752.2056,-21.9455,48.1386,804.8806,22.2060,40.3521,770.6643
-102.0858,105.9133,752.1753,-21.9409,48.1490,804.9084,22.2117,40.3687,770.6602
-102.0720,105.9254,752.1635,-21.9406,48.1643,804.9016,22.2458,40.4020,770.6924
-102.0444,105.9295,752.1650,-21.9198,48.1758,804.9074,22.3119,40.4428,770.7375
-102.0228,105.9278,752.1764,-21.9007,48.1801,804.9031,22.3722,40.4854,770.7790
-102.0169,105.9252,752.1821,-21.8794,48.1945,804.8628,22.4548,40.5349,770.8649
-102.0275,105.9121,752.1990,-21.8543,48.2059,804.8457,22.5039,40.5993,770.9179
-102.0181,105.9031,752.2570,-21.8211,48.2230,804.8485,22.5798,40.6668,770.9946
-101.9915,105.8989,752.3080,-21.7762,48.2418,804.8701,22.6465,40.6471,771.0486
-101.9699,105.8968,752.3284,-21.7106,48.2654,804.9157,22.7218,40.3917,771.1496
-101.9601,105.9042,752.3385,-21.7155,48.2689,804.8809,22.7986,40.3657,771.2116
-101.9662,105.8992,752.3860,-21.7417,48.2484,804.8237,22.8444,40.4235,771.2561
-101.9805,105.8933,752.4071,-21.7428,48.2368,804.7692,22.8703,40.4505,771.2795
-101.9933,105.8965,752.4187,-21.7436,48.2429,804.7236,22.8799,40.4760,771.2876
-102.0096,105.9011,752.4202,-21.7774,48.2261,804.6294,22.8239,40.4770,771.2292
-102.0262,105.9132,752.4185,-21.7900,48.2289,804.5017,22.7954,40.4833,771.1971
-102.0571,105.9365,752.4253,-21.7875,48.2289,804.4252,22.7882,40.4782,771.1817
-102.0959,105.9542,752.4346,-21.8201,48.2216,804.3309,22.8011,40.4609,771.1803
-102.1353,105.9714,752.4642,-21.8431,48.2001,804.2596,22.8354,40.4534,771.1947
-102.1437,106.0129,752.5172,-21.8588,48.1980,804.1981,22.7966,40.4364,771.1493
-102.1469,106.0028,752.5159,-21.8704,48.2081,804.1361,22.8316,40.4473,771.1661
-102.1397,105.7857,752.4641,-21.8807,48.2018,804.0644,22.8443,40.4438,771.1498
-102.1509,105.7461,752.4462,-21.8927,48.1836,804.0109,22.8366,40.4253,771.0975
-102.1648,105.7844,752.4673,-21.9087,48.1464,803.9918,22.8575,40.4393,771.1230
-102.1714,105.8262,752.4618,-21.9318,48.0955,804.0153,22.8610,40.4697,771.1678
-102.1735,105.8694,752.4437,-21.9627,48.0661,804.0088,22.8937,40.4901,771.2250
-102.1746,105.9046,752.4392,-22.0067,48.0532,803.9710,22.9142,40.5032,771.2582
-102.1749,105.9375,752.4473,-22.0091,48.0572,803.9924,22.8743,40.5153,771.2411
-102.1707,105.9610,752.4435,-21.9820,48.0730,804.0449,22.8188,40.5245,771.2025
-102.1780,105.9868,752.4376,-21.9712,48.0871,804.0705,22.7880,40.5327,771.1841
-102.1855,106.0033,752.4522,-21.9763,48.0962,804.1274,22.7445,40.5291,771.1471
-102.1904,106.0214,752.4553,-21.9635,48.1014,804.2088,22.7153,40.5181,771.1229
-102.1979,106.0281,752.4817,-21.9639,48.1095,804.2903,22.6955,40.4945,771.1032
-102.2033,106.0461,752.4814,-21.9755,48.1166,804.3075,22.6812,40.4792,771.0868
-102.2031,106.0508,752.4833,-22.0022,48.1289,804.3302,22.6698,40.4694,771.0707
-102.2036,106.0569,752.4786,-22.0475,48.1370,804.3251,22.6602,40.4425,771.0545
-102.2052,106.0654,752.4667,-22.0924,48.1415,804.2787,22.6508,40.4194,771.0573
-102.2079,106.0778,752.4455,-22.1189,48.1486,804.2000,22.6364,40.4240,771.0555
-102.2124,106.0962,752.4113,-22.1344,48.1448,804.1744,22.6185,40.4356,771.0260
-102.2124,106.1007,752.4118,-22.1394,48.1651,804.1400,22.5930,40.4456,770.9864
-102.2176,106.0977,752.4187,-22.1247,48.1981,804.1634,22.5556,40.4556,770.9298
-102.2198,106.0899,752.4168,-22.0983,48.2196,804.1493,22.5009,40.4646,770.8712
-102.2051,106.0933,752.4093,-22.0578,48.2336,804.1799,22.4712,40.4612,770.8328
-102.1920,106.1053,752.3825,-22.0467,48.2465,804.2038,22.4100,40.4545,770.7723
-102.1834,106.1247,752.3739,-22.0129,48.2563,804.2815,22.3073,40.4434,770.6795
-102.1789,106.1381,752.3824,-22.0019,48.2480,804.3701,22.2440,40.4410,770.6383
-102.1658,106.1691,752.4218,-22.0111,48.2411,804.4834,22.1620,40.4402,770.5721
-102.1778,106.1819,752.3840,-22.0318,48.2352,804.6516,22.0993,40.4433,770.5198
-102.1953,106.1882,752.3799,-22.0571,48.2528,804.7563,22.0453,40.4508,770.4727
-102.2189,106.1992,752.3935,-22.0570,48.2709,804.8521,21.9594,40.4543,770.3921
-102.2448,106.2169,752.3780,-22.0821,48.2882,804.8984,21.9045,40.4661,770.3398
-102.2362,106.2362,752.3768,-22.0861,48.3119,804.9593,21.8729,40.4736,770.3083
-102.2378,106.2585,752.3688,-22.1089,48.3263,804.9563,21.8571,40.4917,770.2903
-102.2461,106.2731,752.3278,-22.1152,48.3273,804.9761,21.8614,40.4978,770.2894
-102.2264,106.2885,752.3434,-22.1060,48.3149,805.0220,21.8750,40.5041,770.2942
-102.2174,106.2932,752.3686,-22.1287,48.3155,804.9900,21.9115,40.5004,770.3166
-102.2118,106.2959,752.3606,-22.1359,48.3241,804.9103,21.9770,40.4861,770.3604
-102.2146,106.2893,752.3650,-22.1311,48.3189,804.8457,22.0715,40.4794,770.4219
-102.2242,106.2943,752.3603,-22.1562,48.2985,804.8172,22.1187,40.4540,770.4216
-102.2442,106.2897,752.3678,-22.1727,48.2863,804.7894,22.1265,40.4057,770.3595
-102.2722,106.2825,752.3417,-22.1832,48.2802,804.7574,22.1992,40.3851,770.3782
-102.2767,106.2778,752.3741,-22.1895,48.2793,804.7159,22.2464,40.3771,770.3868
-102.2955,106.2719,752.3793,-22.1926,48.2833,804.6579,22.2719,40.3739,770.3991
-102.2936,106.2732,752.3967,-22.1942,48.2942,804.6080,22.3037,40.3694,770.4061
-102.3081,106.2692,752.3851,-22.1595,48.3095,804.5728,22.3231,40.3684,770.4200
-102.2818,106.2782,752.3992,-22.1053,48.3260,804.5216,22.3383,40.3722,770.4476
-102.2699,106.2828,752.3845,-22.0874,48.3413,804.4329,22.3706,40.3924,770.4953
-102.2763,106.2758,752.3857,-22.1055,48.3203,804.3779,22.4012,40.3928,770.5178
-102.3021,106.2560,752.4029,-22.1733,48.2993,804.2768,22.3890,40.3863,770.5200
-102.3084,106.2407,752.4357,-22.2038,48.3074,804.2203,22.3744,40.4000,770.5270
-102.2930,106.2322,752.4625,-22.2356,48.2995,804.0997,22.3578,40.3937,770.4841
-102.2957,106.2284,752.4788,-22.2423,48.2798,804.0507,22.3377,40.3950,770.4605
-102.2725,106.2443,752.5284,-22.2232,48.2861,804.0085,22.3148,40.4059,770.4218
-102.2623,106.2504,752.5705,-22.2112,48.2783,803.9844,22.3065,40.4091,770.4136
-102.2601,106.2506,752.5851,-22.2043,48.2738,803.9751,22.3428,40.4148,770.4649
-102.2690,106.2420,752.6014,-22.2013,48.2718,803.9792,22.3682,40.4118,770.4523
-102.2873,106.2273,752.5975,-22.1675,48.2535,804.0345,22.3970,40.4094,770.4555
-102.2744,106.2466,752.6105,-22.1689,48.2513,804.0121,22.4261,40.4013,770.4671
-102.2737,106.2467,752.6230,-22.1677,48.2545,803.9857,22.4682,40.3920,770.4969
-102.2835,106.2404,752.6200,-22.1644,48.2645,803.9745,22.5215,40.3988,770.5441
-102.3050,106.2282,752.5970,-22.1755,48.2726,803.9582,22.5518,40.4112,770.5745
-102.2989,106.2405,752.5993,-22.1628,48.2847,803.9784,22.6079,40.4181,770.6328
-102.3105,106.2422,752.6053,-22.1473,48.3087,804.0124,22.6985,40.4454,770.7310
-102.2955,106.2706,752.6380,-22.0922,48.3226,804.1029,22.7440,40.4722,770.7932
-102.2941,106.2804,752.6586,-22.0731,48.3241,804.1705,22.7715,40.4833,770.8458
-102.3064,106.2804,752.6685,-22.0871,48.3136,804.2263,22.8091,40.5003,770.8874
-102.3343,106.2812,752.6661,-22.1340,48.3124,804.2039,22.8192,40.5248,770.8955
-102.3405,106.2872,752.7035,-22.1531,48.3305,804.1784,22.8044,40.5440,770.8950
-102.3192,106.3058,752.7319,-22.1666,48.3518,804.1563,22.8110,40.5782,770.9281
-102.3157,106.3036,752.7660,-22.1772,48.3716,804.1342,22.7899,40.5876,770.8814
-102.3226,106.3025,752.7519,-22.1866,48.3930,804.1083,22.7905,40.5955,770.8739
-102.2993,106.3106,752.7370,-22.1976,48.3919,804.1151,22.7613,40.6100,770.8538
-102.2906,106.3067,752.7260,-22.2105,48.4043,804.1145,22.6981,40.6087,770.8158
-102.2950,106.2975,752.7152,-22.2438,48.4089,804.0533,22.6770,40.6372,770.8351
-102.3134,106.2920,752.6995,-22.2520,48.4343,803.9950,22.6572,40.6440,770.8092
-102.3442,106.2689,752.6478,-22.2383,48.4444,803.9885,22.6371,40.6588,770.8102
-102.3543,106.2665,752.6322,-22.2007,48.4408,804.0328,22.6474,40.6741,770.8252
-102.3408,106.2747,752.6183,-22.1646,48.4460,804.0211,22.6535,40.7097,770.8676
-102.3489,106.2722,752.5865,-22.1397,48.4246,804.0136,22.6559,40.7325,770.8834
-102.3492,106.2752,752.5669,-22.1086,48.4071,804.0239,22.6562,40.7604,770.9339
-102.3727,106.2783,752.5176,-22.1166,48.4107,803.9989,22.6520,40.7676,770.9163
-102.3925,106.2806,752.4674,-22.1317,48.4106,803.9707,22.6457,40.7607,770.8686
-102.4049,106.3017,752.4148,-22.1392,48.4171,803.9530,22.6349,40.7492,770.8148
-102.4237,106.3373,752.3685,-22.1919,48.4088,803.8879,22.6121,40.7378,770.7268
