x,y,z
-45.8168,85.6571,1166.6158
-45.8353,85.6508,1166.5266
-46.0228,85.6779,1166.3892
-45.7805,85.6699,1166.6604
-45.8265,85.6185,1166.6038
-45.9851,85.6318,1166.5696
-46.0771,85.5710,1166.6098
-46.1604,85.5775,1166.6097
-46.1551,85.8384,1166.6122
-46.0241,85.8220,1166.6804
-46.0298,85.8840,1166.7818
-46.1529,85.9607,1166.5879
-46.3121,85.9050,1166.4469
-46.3125,85.9577,1166.3386
-46.1217,86.0619,1166.6953
-46.5624,85.8582,1166.2494
-46.6244,85.7996,1166.1871
-46.4711,85.7642,1166.3578
-46.4594,85.8188,1166.3244
-46.3112,85.7357,1166.4481
-46.2998,85.7782,1165.9501
-46.1233,85.7719,1166.1213
-46.2486,85.6881,1166.2484
-46.4725,85.5915,1166.0473
-46.3150,85.6885,1166.4353
-46.1917,85.6471,1166.4263
-46.2825,85.5338,1166.4545
-46.5136,85.5392,1166.2172
-46.3118,85.6502,1166.4411
-46.3193,85.6384,1166.5171
-46.4735,85.4329,1166.4328
-46.4745,85.4579,1166.5353
-46.3188,85.5024,1166.7467
-46.4643,85.5223,1166.4982
-46.1953,85.5536,1167.0206
-46.5697,85.5399,1166.6719
-46.3942,85.5986,1166.6633
-46.2581,85.5852,1166.9548
-46.2347,85.7534,1166.4905
-46.3101,85.6916,1166.5056
-46.4348,85.6096,1166.7787
-46.5543,85.6708,1166.4611
-46.4795,85.6901,1166.5761
-46.3102,85.7641,1166.7762
-46.0297,85.9601,1166.7297
-46.1825,85.9455,1166.7904
-46.1892,85.9533,1166.6274
-46.4862,85.9324,1166.7222
-46.3042,86.0008,1166.7258
-46.3273,85.9490,1166.7001
-46.3300,85.9790,1166.7041
-46.1631,86.0717,1166.7881
-46.3411,85.9578,1166.7517
-46.2130,86.1233,1166.8375
-46.1972,86.0705,1166.9128
-46.5683,86.0362,1166.7087
-46.3545,85.9995,1166.9603
-46.0568,86.2445,1167.2811
-46.2200,86.0574,1166.9619
-46.2399,86.0380,1166.7968
-46.1943,86.0972,1167.0538
-46.0493,86.0360,1167.0402
-46.1179,85.9437,1166.8944
-45.9558,85.9246,1167.0547
-45.8932,86.0692,1167.2973
-46.0507,85.9130,1167.0416
-46.1618,85.9351,1166.7569
-46.0541,85.9981,1167.0056
-46.0211,85.9897,1166.9442
-46.0589,86.0307,1167.0458
-46.2080,86.1487,1166.8854
-46.4765,85.9708,1166.5071
-46.3312,86.0703,1166.7239
-46.0678,86.2956,1167.2278
-46.2159,86.2626,1167.1048
-46.4400,86.2959,1166.9535
-46.6706,86.2530,1166.4575
-46.3807,86.3315,1166.6555
-46.3574,86.2730,1166.6364
-46.3989,86.1974,1166.8102
-46.4588,86.2019,1167.0763
-46.6292,86.1227,1166.5168
-46.6305,85.9874,1166.7988
-46.8326,85.8967,1166.7166
-46.6936,85.9579,1166.9232
-46.6808,86.0865,1166.7947
-46.5296,86.1261,1167.1389
-46.4197,86.0925,1167.3367
-46.4159,86.1504,1167.1492
-46.5131,86.1182,1167.0644
-46.5259,86.2288,1167.1158
-46.6754,86.1033,1167.3731
-46.7096,86.0179,1167.2266
-46.9568,85.8810,1167.1103
-46.8501,85.9277,1167.1543
-46.9842,85.7971,1166.9975
-46.9988,85.8438,1167.0831
-46.8606,85.8232,1167.0624
-47.0431,85.9342,1167.2706
-47.0749,85.8745,1167.3282
-47.0490,85.8454,1167.4295
-47.0831,85.7643,1167.4857
-47.1631,85.8081,1167.1586
-46.9457,85.9460,1167.7022
-47.2370,85.8611,1167.1214
-47.0210,85.8698,1167.5786
-47.0280,85.8002,1167.3774
-47.1564,85.8631,1167.2474
-46.9222,85.8100,1167.5968
-47.1756,85.7509,1167.2501
-47.0565,85.8432,1167.1683
