m0_x,m0_y,m1_x,m1_y,m2_x,m2_y
710.7000,457.3000,720.4344,300.2705,739.0000,445.0000
711.0000,457.5000,720.4344,300.2705,739.0000,447.0000
710.7000,457.3000,720.5000,300.2778,739.0000,447.0833
710.5000,457.5000,720.5727,300.2455,739.0000,447.3125
710.5000,457.5000,720.5727,300.2455,739.0000,447.5000
710.5000,457.0000,720.5727,300.2455,739.0000,447.5000
710.5000,458.0000,720.5727,300.2455,739.0000,447.5000
710.0000,459.5000,720.6525,300.2797,738.5000,447.0000
nan,nan,nan,nan,nan,nan
711.0000,455.0000,720.9117,299.1176,738.8333,447.5000
710.5000,456.5000,720.5000,298.0000,739.0949,447.2722
710.5000,457.0000,721.5000,295.5000,740.1923,446.8077
711.2313,457.2910,723.0000,292.5000,742.0000,445.0000
710.5000,453.0000,724.3462,289.3462,745.0000,441.0000
710.0000,445.5000,726.3462,284.3462,748.2143,433.0714
710.0000,435.0000,728.7692,278.3077,752.0000,423.5556
709.8333,421.5000,731.0319,272.3298,754.1136,411.7727
711.5000,407.3182,734.8333,264.5000,757.1190,398.3571
712.6852,391.1296,738.0000,256.6667,761.2826,383.8478
716.5000,375.5000,741.5000,248.5000,767.5000,369.5000
720.5000,358.5000,745.5000,240.5000,775.5000,354.5000
726.0000,343.0000,750.0000,233.0000,785.5000,339.8750
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
785.5000,325.5000,817.0000,206.0000,911.0000,316.5000
788.5000,337.0000,821.7105,211.1842,919.0000,326.0000
790.0000,350.0000,827.7143,215.8571,926.5000,336.0000
791.0000,363.0000,831.7316,220.9526,933.0000,347.0000
792.5000,376.8571,836.0957,226.7234,938.0000,359.0000
794.0000,390.0000,840.0000,232.0000,943.2172,369.4596
795.9370,403.4832,843.2143,238.0714,948.0000,379.5000
796.9167,415.7917,846.1667,243.3333,952.5000,389.0000
798.5928,427.8505,849.5000,248.5000,956.6579,398.0263
801.3108,438.9324,851.7727,253.8864,960.6667,405.5833
804.5000,449.0000,854.0000,259.0000,964.0000,413.0000
808.0000,459.0000,855.8864,264.2273,966.5000,421.0000
811.7778,468.2222,856.9658,269.4178,967.5000,429.0000
815.5000,477.0000,858.5000,274.5000,966.5000,439.5000
815.0000,479.5000,858.9286,278.2143,963.0000,449.5000
814.5000,481.0000,860.1471,281.8529,956.0000,459.0000
815.0478,481.2565,860.8529,285.1471,946.0000,467.0000
815.0000,481.0000,860.9706,287.0294,940.0000,470.0000
814.5000,481.0000,860.8529,288.1471,939.0000,471.0000
814.2241,480.6379,859.1557,287.3689,939.0000,471.0000
813.8871,480.6290,857.5000,287.5000,938.0000,471.5000
814.0714,480.9286,856.8529,288.1471,937.5000,472.0000
814.0714,480.9286,857.5000,289.5000,937.5000,472.0000
813.8162,481.0735,856.3235,289.6765,937.2273,472.0455
813.5000,481.0000,855.9706,290.0294,936.7667,472.0000
812.8288,481.2534,855.5000,290.5000,936.5000,472.0000
812.5000,481.5000,854.8333,290.5000,936.5000,471.5000
812.0000,481.5000,854.5000,290.8333,936.0000,471.5000
812.0000,481.5000,853.8529,291.1471,936.2143,471.3571
812.0000,481.5000,853.2021,291.1915,936.4730,471.0676
812.0000,481.5000,853.1075,291.8084,936.5000,471.5000
811.7500,481.2500,852.9286,292.2143,936.5000,471.5000
811.5000,481.5000,852.8529,293.1471,936.5000,471.0000
811.3571,481.6429,852.6667,293.3333,936.5000,471.0000
811.0000,481.5000,852.1190,293.3571,936.5000,471.0000
811.1667,481.8333,852.1111,293.8889,936.5000,471.5000
811.1667,481.8333,851.7727,293.7727,936.5000,471.5000
811.5000,481.5000,851.7727,293.7727,936.5000,472.0000
811.8333,482.1667,852.0000,294.5000,937.3333,471.4167
812.1111,481.7222,852.8529,295.1471,937.5000,472.0000
812.3065,481.4032,853.5000,295.0000,938.4730,472.0676
813.2353,481.4118,853.9658,295.4178,938.5000,473.0000
813.3000,481.5000,853.9658,295.4178,938.5000,473.0000
813.1250,481.2188,854.8529,296.1471,938.5000,473.0000
813.0000,481.5000,854.7581,295.9194,938.6667,473.5833
813.0000,481.5000,854.8529,296.1471,939.0000,473.5000
813.0000,481.5000,855.0000,296.0000,938.8333,472.8333
813.0000,481.5000,854.6111,295.2037,939.0000,473.0000
813.0000,481.0000,855.0000,295.5000,939.0000,473.5000
813.0000,481.5000,854.8529,295.1471,939.0000,473.5000
813.2911,481.5759,854.8529,295.1471,939.0000,473.5000
813.1250,481.2188,855.1923,295.1923,939.4730,473.0676
813.1250,481.2188,855.5000,295.0000,939.2500,473.2500
813.1667,481.1667,855.8529,295.1471,939.4730,473.0676
813.1250,481.2188,855.8077,294.6154,939.5000,474.0000
813.1250,481.2188,856.1923,294.1923,939.5000,473.5000
813.3726,481.1497,856.6364,294.2727,939.5000,473.5000
813.5000,481.5000,856.6667,294.3333,939.5000,474.0000
813.5000,481.2273,857.0000,294.0000,939.5000,474.0000
813.1506,480.9096,856.6667,293.3333,939.5000,474.0000
813.3000,481.5000,856.8529,293.1471,939.5000,474.0000
813.3000,481.5000,856.8529,293.1471,939.5000,474.0000
813.3125,481.3125,856.8529,293.1471,939.3462,474.3846
813.5000,481.5000,856.8529,293.1471,939.5000,474.0000
813.0180,481.3345,857.0000,293.0000,939.3462,474.3846
812.9737,481.6579,856.8529,293.1471,939.5000,474.0000
813.0567,481.3041,857.0000,292.5000,939.5000,474.0000
813.5000,481.5000,856.6667,292.3333,939.5000,474.0000
813.1250,481.2188,856.6667,292.3333,939.5000,474.0000
813.1250,481.2188,856.6667,292.3333,939.5000,474.0000
813.0000,481.5000,856.6667,292.3333,939.5000,474.0000
813.1250,481.2188,856.8529,292.1471,939.5000,474.0000
813.5000,481.5000,856.8529,292.1471,939.5000,474.0000
813.1316,481.5526,857.0000,292.0000,939.5000,474.0000
813.4730,481.9324,857.0000,292.0000,939.5000,474.0000
813.0263,481.3421,857.0000,292.0000,939.5000,474.0000
813.3333,482.0000,856.6667,291.3333,939.5000,474.5000
813.1301,481.7740,857.0000,292.0000,939.5000,474.0000
813.0000,482.0000,856.6429,291.6429,939.3462,474.3846
813.1667,481.8333,856.8529,291.1471,939.5000,474.5000
813.3333,482.0000,856.8529,291.1471,939.5000,474.0000
813.3333,482.0000,856.8529,291.1471,939.5000,474.0000
813.1667,481.8333,856.8529,291.1471,939.3421,473.9737
813.1667,481.8333,856.8529,291.1471,939.5000,474.0000
813.0000,481.6818,856.8529,291.1471,939.5000,474.0000
813.0000,481.6818,856.8529,291.1471,939.5000,474.0000
813.0000,481.5000,856.8529,291.1471,939.5000,474.0000
813.1667,481.8333,856.5000,290.8333,939.4474,474.1316
813.1667,481.8333,856.1075,290.8084,939.5000,473.5000
813.0000,481.6818,856.1000,290.8000,939.5000,474.0000
813.1667,481.8333,855.9706,291.0294,939.5000,474.5000
813.1667,481.8333,856.1923,291.1923,939.4474,474.1316
813.1667,481.8333,855.9286,291.2143,939.5000,474.5000
813.3000,482.5000,855.9286,291.2143,939.5000,474.5000
813.1667,481.8333,856.0000,291.5000,939.5000,474.5000
813.2611,482.1549,856.0000,291.5000,939.6667,474.5833
813.0909,481.9091,855.9658,291.4178,939.5270,474.9324
813.0909,481.9091,855.9286,291.2143,939.5000,474.5000
813.0909,481.9091,855.9286,291.2143,939.5000,474.5000
813.1667,481.8333,855.8529,291.1471,939.5000,474.5000
813.3333,482.0000,855.7727,290.7727,939.5000,475.0000
813.1667,481.8333,855.9884,290.7907,939.5000,474.5000
813.5000,482.1250,856.3020,290.8168,940.0000,474.5000
813.3333,482.0000,856.4444,291.0000,940.0000,474.5000
813.1667,481.8333,856.0342,290.5822,940.0000,474.5000
813.1667,481.8333,856.0000,290.5000,940.0000,474.5000
813.1667,481.8333,856.0000,290.5000,939.5270,474.9324
813.1667,481.8333,856.0000,290.5000,939.8571,474.4286
813.2611,482.1549,855.9286,290.2143,939.5000,474.5000
813.1667,481.8333,856.0000,290.5000,939.5000,474.5000
813.1667,481.8333,856.0000,290.5000,939.5000,474.5000
813.1667,481.8333,855.6667,290.3333,939.6667,474.5833
813.1667,481.8333,855.6667,290.3333,939.5000,474.0000
813.1667,481.8333,855.4375,290.1500,939.5000,474.0000
813.3333,482.0000,855.2021,290.1915,939.5000,474.0000
813.5000,482.5000,855.2500,290.0000,939.5000,474.0000
813.3333,482.0000,854.9286,290.2143,939.5000,474.0000
813.1667,481.8333,854.9286,290.2143,939.5000,474.5000
813.5000,482.1250,855.0000,290.5000,939.5000,474.0000
813.1667,481.8333,855.0000,290.5000,939.5000,474.0000
813.5000,482.0000,855.7581,290.9194,939.5000,474.5000
813.1667,481.8333,855.8529,291.1471,939.5000,474.0000
813.2188,481.8906,855.0000,290.5000,939.5000,474.5000
813.0909,481.9091,855.5000,291.0000,939.5000,474.5000
813.0000,481.2500,855.5000,291.0000,939.5000,474.5000
813.5000,482.1250,855.0000,291.0000,939.5000,474.5000
813.5000,482.0000,855.5435,291.1413,939.7500,474.7500
813.5000,482.0000,855.3235,291.6765,939.5000,474.5000
813.3333,482.0000,855.8077,291.6154,939.5270,474.9324
813.3333,482.0000,854.9286,291.2143,939.5270,474.9324
813.5000,482.0000,855.1522,291.4130,939.5270,474.9324
813.1667,481.8333,855.0000,291.5000,940.0000,474.5000
813.1667,482.1667,855.0000,291.5000,940.0000,474.5000
813.5000,482.0000,855.0000,292.0000,939.8830,474.4787
813.1667,481.8333,854.8529,292.1471,940.0000,474.0000
813.1667,481.8333,855.0000,292.0000,940.0000,474.5000
813.1667,481.8333,854.8529,292.1471,940.0000,474.0000
813.1667,481.8333,854.8529,292.1471,939.5000,474.0000
813.0000,481.5000,855.0000,292.0000,939.5000,474.0000
813.1667,481.8333,854.8529,292.1471,939.5526,474.8684
813.0000,481.6818,854.8529,292.1471,940.0000,474.0000
813.1667,481.8333,855.0000,292.0000,940.0000,474.0000
813.1667,481.8333,854.8529,292.1471,939.6667,474.5833
813.1667,481.8333,855.0417,292.0208,939.8333,473.8333
813.2578,482.1094,855.0000,291.5000,940.0000,474.0000
813.1667,481.8333,855.0342,291.5822,940.0000,474.0000
813.1667,481.8333,855.0000,291.5000,939.6667,474.5833
813.1667,481.8333,855.0342,291.5822,939.8333,473.8333
813.1667,481.8333,855.3235,291.6765,939.9286,473.9286
813.1667,481.8333,854.9545,291.8636,940.0000,474.0000
813.1667,481.8333,855.1000,291.8000,940.0000,474.0000
813.0000,481.5000,855.0000,292.0000,940.0000,474.0000
813.1667,481.8333,854.8529,292.1471,940.0000,474.5000
813.2611,482.1549,854.8529,292.1471,940.1522,473.5652
813.1667,481.8333,854.9658,292.4178,940.0000,474.0000
813.1667,481.8333,854.5000,292.5000,940.0000,474.0000
813.4403,482.0821,854.2021,292.1915,940.0000,474.0000
813.4403,482.0821,854.0301,292.4157,940.0000,474.0000
813.2333,481.7667,854.0000,293.0000,940.7581,473.5645
813.6622,482.2838,854.0000,293.0000,940.7000,473.7000
813.4403,482.0821,854.0000,293.0000,941.0000,473.5000
813.5000,482.0000,853.5000,292.5000,941.0000,474.0000
813.2431,481.9028,853.3235,292.6765,940.7162,473.6622
813.7000,482.3000,853.5000,292.5000,940.9242,473.7121
813.4070,481.8488,853.1250,292.5000,941.0000,473.5000
813.2778,481.8889,852.6875,292.0000,941.2647,473.3824
813.2431,481.9028,852.8333,292.5000,941.0000,473.0000
813.4070,481.8488,853.0000,293.0000,941.0000,473.0000
813.3000,481.7000,852.8529,293.1471,940.8333,473.3889
813.4070,481.7791,852.4381,292.7784,941.0000,473.0000
813.4070,481.8488,852.8529,293.1471,941.0000,473.0000
813.3425,481.8630,852.8529,293.1471,941.0000,473.0000
813.2778,481.8889,852.8529,293.1471,941.0000,473.5000
813.2431,481.9028,852.4381,292.7784,940.5000,473.5000
813.4403,482.0821,852.0000,292.5000,941.0000,473.0000
813.2431,481.9028,851.9286,292.2143,941.0000,473.0000
813.5000,482.5000,851.8529,292.1471,941.0000,473.0000
813.6575,481.8630,851.8529,292.1471,940.8333,472.8333
813.5000,482.0000,851.6429,292.1190,941.0000,473.0000
813.8929,481.9464,851.6429,292.1190,941.0000,473.0000
813.9091,482.0909,850.8529,292.1471,941.0000,473.5000
813.6795,482.1923,850.8529,292.1471,941.0000,473.0000
813.6655,481.9820,850.8529,292.1471,940.8333,472.8333
813.5000,482.0556,850.8529,292.1471,940.8333,472.8333
814.0000,482.5000,850.8529,292.1471,940.8333,472.8333
813.6655,481.9820,850.8529,292.1471,940.5000,473.5000
814.0000,482.5000,850.8529,292.1471,940.7727,472.9545
813.6538,481.8077,850.9286,292.2143,940.5000,473.5000
813.6655,481.9820,850.8529,292.1471,941.0000,473.0000
813.6655,481.9820,850.8529,292.1471,941.0000,473.0000
813.5000,481.5000,850.9286,292.2143,940.8333,472.8333
813.6538,481.8077,850.9286,292.2143,940.8333,472.8333
814.0000,482.0000,850.9286,292.2143,941.0000,473.0000
