ID,Closed,Open
P1,176.7836794535225,143.14616304188417
P2,189.4894183895992,123.27442804232125
P3,150.48270822792355,119.7446851802175
P4,166.19720819553785,128.90063432861595
P5,125.34036614766708,89.47340809844347
