,x1,y1,z1,x2,y2,z2,x1f,y1f,z1f,x2f,y2f,z2f
779,-93.23865306655766,-239.03917835012362,1294.4827890777854,59.806965965519154,-246.28174046270237,1252.2831356953047,-93.39811760937782,-238.92838141862498,1294.1391905597277,59.807630065323735,-246.28121659617855,1252.3209654128316
780,-93.44479864923242,-238.94192277947488,1294.0144346531017,59.806965965519154,-246.28174046270237,1252.2831356953047,-93.43083355632673,-238.89848033741288,1294.0736050593036,59.807612775517576,-246.28090976286612,1252.341797486495
781,-93.44479864923242,-238.94192277947488,1294.0144346531017,59.82669791827473,-246.29047821842448,1252.5326269895018,-93.4610977262232,-238.86131393695985,1294.0177103671053,59.807790209057494,-246.28061776252065,1252.372119187935
782,-93.44479864923242,-238.94192277947488,1294.0144346531017,59.82896044439377,-246.28097399872308,1252.5375239752623,-93.49394693542473,-238.810696782856,1293.9622027917083,59.80490223190824,-246.27883583835848,1252.3753886830516
783,-93.44479864923242,-238.94192277947488,1294.0144346531017,59.785536963336575,-246.22086465761703,1251.896210548582,-93.53484808558612,-238.73820538030733,1293.8978430095008,59.798090254716016,-246.27685169869972,1252.3513285856804
784,-93.53008456505604,-238.62357837281726,1293.5945423708267,59.806965965519154,-246.28174046270237,1252.2831356953047,-93.59060779313847,-238.63177660172317,1293.8139187472123,59.7934571364554,-246.28435363517133,1252.4028158192464
785,-93.58382519968734,-238.87633221403476,1293.698571131831,59.8603847844949,-246.30626413910326,1252.9605501563221,-93.65629061248546,-238.5267579226444,1293.7664444296981,59.786659550878696,-246.2924441690642,1252.4739243631504
786,-93.88411398081757,-238.43879489009953,1292.9712659207103,59.82896044439377,-246.28097399872308,1252.5375239752623,-93.7338696948606,-238.3635484143359,1293.7301791424163,59.76766241646208,-246.2983824883732,1252.46357798872
787,-93.9466577694127,-238.10482926941572,1293.6596592165042,59.82896044439377,-246.28097399872308,1252.5375239752623,-93.78620618937204,-238.18791338804473,1293.820302662269,59.73854133325982,-246.3073720212729,1252.4405539502134
788,-93.84585712010836,-237.4778671113527,1294.2963386488886,59.73137870471913,-246.2324448386281,1252.3225802683228,-93.81158526832714,-238.0262887684454,1293.9370746813224,59.69445002438338,-246.32090890219106,1252.4010156177897
789,-93.89292197250163,-237.85212970184216,1293.5556826273623,59.759408410306975,-246.29941851379013,1252.8004913794982,-93.83103070273769,-237.9562744577372,1293.993807848216,59.64431498468094,-246.34933412811023,1252.374202419799
790,-93.89955806418,-237.73072181359674,1294.4004441970462,59.44305661136897,-246.65002014064828,1251.8906880897891,-93.83993465923491,-237.9038425616178,1294.1233808778047,59.57512188931372,-246.38621551874522,1252.275995206045
791,-93.84354286837987,-237.94384025411762,1294.5564292580154,59.43593328950413,-246.4238389121543,1252.5828072446468,-93.83867338358685,-237.8805025131556,1294.2065559132827,59.52808231665245,-246.379256618406,1252.241681292785
792,-93.84354286837987,-237.94384025411762,1294.5564292580154,59.40438489138319,-246.5644243881594,1252.5327855290093,-93.83637355779324,-237.84684998371802,1294.2311710106171,59.49655590520676,-246.36499694530917,1252.150191967304
793,-93.88320002311495,-237.68289856297676,1294.4291632541217,59.280865963598615,-246.22606475805802,1251.5910361506099,-93.83265313163533,-237.79728457023293,1294.201317944086,59.480554400239555,-246.3176335021236,1251.9946352194688
794,-93.88320002311495,-237.68289856297676,1294.4291632541217,59.248374864063486,-246.18743485886185,1251.1234888343702,-93.82028409429032,-237.76704849443405,1294.1332365195576,59.49800118586086,-246.2856794136065,1251.906080125212
795,-93.88320002311495,-237.68289856297676,1294.4291632541217,59.392559185431246,-246.11552139040197,1251.3776773248412,-93.7972088656606,-237.75110995683082,1294.015594697646,59.5572138117355,-246.27025683584844,1251.9477103405598
796,-93.822872482108,-237.55164845787647,1293.4803722957854,59.819514068652985,-246.35801021560107,1252.6013959570491,-93.75958841320893,-237.74681618513512,1293.828814073046,59.64401334064593,-246.28078588991826,1252.0840815409435
797,-93.87657404820698,-237.80433514780393,1293.5843643010894,59.83035642411745,-246.5029752593253,1253.0548592210257,-93.7112180716677,-237.7753270609586,1293.6999440797529,59.701682602672165,-246.27860442290154,1252.1339248185934
798,-93.55570745738613,-237.84923103380527,1293.2365479621812,59.80408037838398,-246.3853216091431,1252.4833390671934,-93.63509960622133,-237.79927140578522,1293.5902059648095,59.73800959640678,-246.23918940048208,1252.02994978973
799,-93.55570745738613,-237.84923103380527,1293.2365479621812,59.785536963336575,-246.22086465761703,1251.896210548582,-93.57204577625936,-237.81515009622072,1293.5393056614364,59.763417633048114,-246.1755923656331,1251.8501028916426
